Name                                                                  | Status                      | T / B / K Vars       | T / B / K QVars      | T / B / K Clauses       | T / B / K Time          | PreProc Status                | Bdd Creation Time | Merge F / V / Time  | FG creation time | FG convergence                  | MUS Status                     | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
Arithmetic_decomposition128                                           | Preproc Solved, FG skipped. | 1145 / 254 / 891     | 1017 / 254 / 763     | 3154 / 762 / 2391       | 0.62 / 0.49 / 0.09      | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2017_rankfunc55_unsigned_32                                    | MUS timed out               | 1161 / 8 / 714       | 1033 / 8 / 714       | 3103 / 8 / 1715         | 0.78 / 0.47 / 0.19      | PreProc-ed 2 rounds           | 0.03 sec          | 27 / 6 / 2.21656    | 0.03 sec         | 4 iters, 0.37 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_query10_query45_1344n                                     | FG timed out                | 4589 / 1 / 2462      | 4421 / 1 / 2462      | 31298 / 1 / 2450        | 8.19 / 3.29 / 3.84      | PreProc-ed 2 rounds           | 0.93 sec          |                     |                  |                                 |                                |                                                         | 900.0      
QBFEval2017_sortnetsort10.AE.stepl.012                                | Parsed                      | 0 / 0 / 0            | 0 / 0 / 0            | 0 / 0 / 0               | 0.0 / 0.0 / 0.0         | PreProc-ed 0 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_AR-fixpoint-2                                             | FG timed out                | 132560 / 3 / 64614   | 117554 / 3 / 64614   | 412621 / 9 / 106123     | 123.4 / 46.29 / 40.13   | PreProc-ed 7 rounds           | 591.02 sec        |                     |                  |                                 |                                |                                                         | 900.0      
QBFEval2018_stmt17_70_82                                              | MUS timed out               | 8959 / 139 / 6890    | 8538 / 104 / 6771    | 34745 / 895 / 22580     | 14.4 / 8.15 / 4.6       | PreProc-ed 7 rounds           | 0.53 sec          | 32 / 26 / 61.1526   | 0.06 sec         | 5 iters, 0.55 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
Disjunctive_Decomposition_bobtuint14neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 0.89 / 0.69 / 0.14      | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp                   | MUS timed out               | 6659 / 1 / 5219      | 6543 / 1 / 5219      | 19486 / 3 / 11056       | 3.52 / 1.82 / 1.3       | PreProc-ed 2 rounds           | 0.31 sec          | 110 / 19 / 121.236  | 0.4 sec          | 4 iters, 2.25 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_floor128                                                  | Preproc Solved, FG skipped. | 1135 / 245 / 890     | 879 / 245 / 634      | 3116 / 742 / 2373       | 0.37 / 0.29 / 0.05      | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#1.asp                    | MUS timed out               | 3247 / 1 / 2605      | 3119 / 1 / 2605      | 9214 / 3 / 6027         | 1.65 / 1.11 / 0.36      | PreProc-ed 2 rounds           | 0.07 sec          | 55 / 9 / 18.5588    | 0.06 sec         | 4 iters, 1.59 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
