Test Case                                                                                   | Return Code | Input Clauses | Input Variables | Output Clauses | Timed Out
QBFEval2018_ctrl.e#1.a#3.E#110.A#48.c#.w#9.s#13.asp_kissat_output.qdimacs                   | 0           | 10680         | 8077            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#112.A#48.c#.w#5.s#27.asp_kissat_output.qdimacs                   | 0           | 6197          | 4639            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp_kissat_output.qdimacs                   | 0           | 8427          | 6659            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#118.A#48.c#.w#5.s#7.asp_kissat_output.qdimacs                    | 0           | 5861          | 4885            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp_kissat_output.qdimacs                    | 0           | 2989          | 3047            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#124.A#48.c#.w#7.s#50.asp_kissat_output.qdimacs                   | 0           | 9845          | 7115            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#26.asp_kissat_output.qdimacs                   | 0           | 3189          | 3247            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#60.asp_kissat_output.qdimacs                   | 0           | 6362          | 5295            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#1.asp_kissat_output.qdimacs                    | 0           | 9314          | 7343            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#60.asp_kissat_output.qdimacs                   | 0           | 9327          | 7343            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#7.asp_kissat_output.qdimacs                    | 0           | 9287          | 7343            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#1.asp_kissat_output.qdimacs                    | 0           | 12260         | 9391            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#60.asp_kissat_output.qdimacs                   | 0           | 12954         | 9391            | 0              | Yes      
QBFEval2018_ctrl.e#1.a#3.E#134.A#48.c#.w#9.s#40.asp_kissat_output.qdimacs                   | 0           | 12848         | 9829            | 0              | Yes      
QBFEval2018_cycle_sched_12_2_1.sat_kissat_output.qdimacs                                    | 0           | 2880          | 3911            | 0              | Yes      
QBFEval2018_cycle_sched_2_10_1.sat_kissat_output.qdimacs                                    | 0           | 5391          | 4151            | 0              | Yes      
QBFEval2018_cycle_sched_4_4_2.sat_kissat_output.qdimacs                                     | 0           | 6730          | 6450            | 0              | Yes      
QBFEval2018_cycle_sched_4_7_1.sat_kissat_output.qdimacs                                     | 0           | 25713         | 32909           | 0              | Yes      
QBFEval2018_cycle_sched_6_6_2.sat_kissat_output.qdimacs                                     | 0           | 9058          | 6436            | 0              | Yes      
QBFEval2018_cycle_sched_6_7_1.sat_kissat_output.qdimacs                                     | 0           | 9022          | 6733            | 0              | Yes      
QBFEval2018_driver_a10y.sat_kissat_output.qdimacs                                           | 0           | 7318          | 5500            | 0              | Yes      
QBFEval2018_driver_a9n.sat_kissat_output.qdimacs                                            | 0           | 7574          | 6980            | 0              | Yes      
QBFEval2018_driver_b8n.sat_kissat_output.qdimacs                                            | 0           | 5651          | 5675            | 0              | Yes      
QBFEval2018_driver_c9n.sat_kissat_output.qdimacs                                            | 0           | 2565          | 2210            | 0              | Yes      
QBFEval2018_driver_c9y.sat_kissat_output.qdimacs                                            | 0           | 2576          | 1644            | 0              | Yes      
QBFEval2018_driver_d9y.sat_kissat_output.qdimacs                                            | 0           | 2117          | 1242            | 0              | Yes      
QBFEval2018_eequery_query42_1344n_kissat_output.qdimacs                                     | 0           | 1776          | 1026            | 0              | Yes      
QBFEval2018_eequery_query64_1344n_kissat_output.qdimacs                                     | 0           | 1586          | 971             | 0              | Yes      
QBFEval2018_eijkbs3330_kissat_output.qdimacs                                                | 0           | 3117          | 1298            | 0              | Yes      
QBFEval2018_eijkbs4863_kissat_output.qdimacs                                                | 0           | 5951          | 2050            | 0              | Yes      
QBFEval2018_ethernet-fixpoint-1_kissat_output.qdimacs                                       | 0           | 4267          | 3338            | 0              | Yes      
QBFEval2018_ethernet-fixpoint-2_kissat_output.qdimacs                                       | 0           | 9705          | 7927            | 0              | Yes      
QBFEval2018_ethernet-fixpoint-3_kissat_output.qdimacs                                       | 0           | 14997         | 12515           | 0              | Yes      
QBFEval2018_ethernet-fixpoint-4_kissat_output.qdimacs                                       | 0           | 20283         | 17103           | 0              | Yes      
QBFEval2018_exquery_query42_1344n_kissat_output.qdimacs                                     | 0           | 1304          | 618             | 0              | Yes      
QBFEval2018_genbuf9b4n.sat_kissat_output.qdimacs                                            | 0           | 18180         | 2958            | 0              | Yes      
QBFEval2018_intermediate128_kissat_output.qdimacs                                           | 0           | 3299          | 1279            | 0              | Yes      
QBFEval2018_intermediate256_kissat_output.qdimacs                                           | 0           | 6627          | 2559            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-10_kissat_output.qdimacs                                       | 0           | 4837          | 12967           | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-2_kissat_output.qdimacs                                        | 0           | 514           | 2159            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-3_kissat_output.qdimacs                                        | 0           | 1098          | 3510            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-4_kissat_output.qdimacs                                        | 0           | 1690          | 4861            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-5_kissat_output.qdimacs                                        | 0           | 2220          | 6212            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-6_kissat_output.qdimacs                                        | 0           | 2681          | 7563            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-7_kissat_output.qdimacs                                        | 0           | 3185          | 8914            | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-8_kissat_output.qdimacs                                        | 0           | 3916          | 10265           | 0              | Yes      
QBFEval2018_itc-b13-fixpoint-9_kissat_output.qdimacs                                        | 0           | 4612          | 11616           | 0              | Yes      
QBFEval2018_load_2c_comp_comp7_REAL.sat_kissat_output.qdimacs                               | 0           | 17571         | 12305           | 0              | Yes      
QBFEval2018_ltl2dba_C2-6_comp3_REAL.sat_kissat_output.qdimacs                               | 0           | 3735          | 2923            | 0              | Yes      
QBFEval2018_ltl2dba_C2-8_comp4_REAL.sat_kissat_output.qdimacs                               | 0           | 6534          | 4715            | 0              | Yes      
QBFEval2018_ltl2dpa_C26_comp2_REAL.sat_kissat_output.qdimacs                                | 0           | 9208          | 6644            | 0              | Yes      
QBFEval2018_mult9.sat_kissat_output.qdimacs                                                 | 0           | 2342          | 1564            | 0              | Yes      
QBFEval2018_mult_bool_matrix_10_9_11.sat_kissat_output.qdimacs                              | 0           | 5319          | 15107           | 0              | No       
QBFEval2018_mult_bool_matrix_12_13_11.sat_kissat_output.qdimacs                             | 0           | 12698         | 25497           | 0              | No       
QBFEval2018_mult_bool_matrix_17_17_17.sat_kissat_output.qdimacs                             | 0           | 37737         | 73123           | 0              | No       
QBFEval2018_mult_bool_matrix_18_18_18.sat_kissat_output.qdimacs                             | 0           | 45183         | 86514           | 0              | No       
QBFEval2018_mult_bool_matrix_dyn_9_5.sat_kissat_output.qdimacs                              | 0           | 2469          | 3967            | 0              | Yes      
QBFEval2018_neclaftp2002_kissat_output.qdimacs                                              | 0           | 29869         | 17797           | 0              | Yes      
QBFEval2018_neclaftp4001_kissat_output.qdimacs                                              | 0           | 11419         | 4975            | 0              | Yes      
QBFEval2018_nreachq_query11_1344n_kissat_output.qdimacs                                     | 0           | 37232         | 4725            | 0              | Yes      
QBFEval2018_nreachq_query54_1344n_kissat_output.qdimacs                                     | 0           | 46128         | 8369            | 0              | Yes      
QBFEval2018_ntrivil_query42_1344n_kissat_output.qdimacs                                     | 0           | 5714          | 2021            | 0              | Yes      
QBFEval2018_nxquery_query42_1344n_kissat_output.qdimacs                                     | 0           | 1304          | 618             | 0              | Yes      
QBFEval2018_nxquery_query50_1344n_kissat_output.qdimacs                                     | 0           | 655           | 295             | 0              | Yes      
QBFEval2018_oski3ub5i_c0to255.sat_kissat_output.qdimacs                                     | 0           | 128471        | 89111           | 0              | Yes      
QBFEval2018_oski3ub5i_c0to511.sat_kissat_output.qdimacs                                     | 0           | 127960        | 89111           | 0              | Yes      
QBFEval2018_oski3ub5i_c0to63.sat_kissat_output.qdimacs                                      | 0           | 128857        | 89111           | 0              | Yes      
QBFEval2018_pdtpmsmiim_kissat_output.qdimacs                                                | 0           | 1953          | 965             | 0              | Yes      
QBFEval2018_pi-bus-fixpoint-1_kissat_output.qdimacs                                         | 0           | 21328         | 14243           | 0              | Yes      
QBFEval2018_pi-bus-fixpoint-2_kissat_output.qdimacs                                         | 0           | 50303         | 33225           | 0              | Yes      
QBFEval2018_pi-bus-fixpoint-3_kissat_output.qdimacs                                         | 0           | 80422         | 52209           | 0              | Yes      
QBFEval2018_query01_query42_1344n_kissat_output.qdimacs                                     | 0           | 1600          | 738             | 0              | Yes      
QBFEval2018_query02_query42_1344n_kissat_output.qdimacs                                     | 0           | 1596          | 730             | 0              | Yes      
QBFEval2018_query02_query44_1344n_kissat_output.qdimacs                                     | 0           | 1596          | 730             | 0              | Yes      
QBFEval2018_query03_query42_1344n_kissat_output.qdimacs                                     | 0           | 9186          | 3225            | 0              | Yes      
QBFEval2018_query04_query25_1344n_kissat_output.qdimacs                                     | 0           | 945           | 441             | 0              | Yes      
QBFEval2018_query04_query42_1344n_kissat_output.qdimacs                                     | 0           | 1597          | 732             | 0              | Yes      
QBFEval2018_query05_query31_1344n_kissat_output.qdimacs                                     | 0           | 1413          | 597             | 0              | Yes      
QBFEval2018_query05_query42_1344n_kissat_output.qdimacs                                     | 0           | 1597          | 732             | 0              | Yes      
QBFEval2018_query06_query42_1344n_kissat_output.qdimacs                                     | 0           | 9342          | 3381            | 0              | Yes      
QBFEval2018_query07_query42_1344n_kissat_output.qdimacs                                     | 0           | 9170          | 3221            | 0              | Yes      
QBFEval2018_query08_query42_1344n_kissat_output.qdimacs                                     | 0           | 46996         | 9823            | 0              | Yes      
QBFEval2018_query09_query42_1344n_kissat_output.qdimacs                                     | 0           | 47008         | 9829            | 0              | Yes      
QBFEval2018_query10_query42_1344n_kissat_output.qdimacs                                     | 0           | 37016         | 8963            | 0              | Yes      
QBFEval2018_query10_query45_1344n_kissat_output.qdimacs                                     | 0           | 28847         | 4589            | 0              | Yes      
QBFEval2018_query11_query42_1344n_kissat_output.qdimacs                                     | 0           | 1780          | 1034            | 0              | Yes      
QBFEval2018_query21_query42_1344n_kissat_output.qdimacs                                     | 0           | 9186          | 3225            | 0              | Yes      
QBFEval2018_query21_query58_1344n_kissat_output.qdimacs                                     | 0           | 8105          | 3229            | 0              | Yes      
QBFEval2018_query25_query42_1344n_kissat_output.qdimacs                                     | 0           | 1752          | 1026            | 0              | Yes      
QBFEval2018_query26_query42_1344n_kissat_output.qdimacs                                     | 0           | 1600          | 738             | 0              | Yes      
QBFEval2018_query27_query42_1344n_kissat_output.qdimacs                                     | 0           | 1596          | 730             | 0              | Yes      
QBFEval2018_query31_eequery_1344n_kissat_output.qdimacs                                     | 0           | 1375          | 891             | 0              | Yes      
QBFEval2018_query31_query42_1344n_kissat_output.qdimacs                                     | 0           | 1922          | 1182            | 0              | Yes      
QBFEval2018_query31_query50_1344n_kissat_output.qdimacs                                     | 0           | 1316          | 859             | 0              | Yes      
QBFEval2018_query31_reachqu_1344n_kissat_output.qdimacs                                     | 0           | 1520          | 946             | 0              | Yes      
QBFEval2018_query33_query42_1344n_kissat_output.qdimacs                                     | 0           | 1956          | 1190            | 0              | Yes      
QBFEval2018_query33_query45_1344n_kissat_output.qdimacs                                     | 0           | 1336          | 867             | 0              | Yes      
QBFEval2018_query33_query51_1344n_kissat_output.qdimacs                                     | 0           | 1386          | 907             | 0              | Yes      
QBFEval2018_query33_query57_1344n_kissat_output.qdimacs                                     | 0           | 1929          | 1157            | 0              | Yes      
QBFEval2018_query34_query11_1344n_kissat_output.qdimacs                                     | 0           | 1353          | 875             | 0              | Yes      
QBFEval2018_query34_query42_1344n_kissat_output.qdimacs                                     | 0           | 1956          | 1190            | 0              | Yes      
QBFEval2018_query36_query25_1344n_kissat_output.qdimacs                                     | 0           | 1375          | 891             | 0              | Yes      
QBFEval2018_query36_query42_1344n_kissat_output.qdimacs                                     | 0           | 1910          | 1182            | 0              | Yes      
QBFEval2018_query42_query06_1344n_kissat_output.qdimacs                                     | 0           | 45094         | 8308            | 0              | Yes      
QBFEval2018_query42_query42_1344n_kissat_output.qdimacs                                     | 0           | 47348         | 10043           | 0              | Yes      
QBFEval2018_query42_query45_1344n_kissat_output.qdimacs                                     | 0           | 37384         | 5021            | 0              | Yes      
QBFEval2018_query44_query26_1344n_kissat_output.qdimacs                                     | 0           | 12204         | 4213            | 0              | Yes      
QBFEval2018_query45_query42_1344n_kissat_output.qdimacs                                     | 0           | 1752          | 1026            | 0              | Yes      
QBFEval2018_query48_exquery_1344n_kissat_output.qdimacs                                     | 0           | 6068          | 1957            | 0              | Yes      
QBFEval2018_query48_query42_1344n_kissat_output.qdimacs                                     | 0           | 47192         | 9935            | 0              | Yes      
QBFEval2018_query49_ntrivil_1344n_kissat_output.qdimacs                                     | 0           | 5854          | 2236            | 0              | Yes      
QBFEval2018_query50_query06_1344n_kissat_output.qdimacs                                     | 0           | 1612          | 913             | 0              | Yes      
QBFEval2018_query50_query42_1344n_kissat_output.qdimacs                                     | 0           | 1776          | 1026            | 0              | Yes      
QBFEval2018_query51_query42_1344n_kissat_output.qdimacs                                     | 0           | 1780          | 1034            | 0              | Yes      
QBFEval2018_query51_query57_1344n_kissat_output.qdimacs                                     | 0           | 1764          | 1001            | 0              | Yes      
QBFEval2018_query52_query25_1344n_kissat_output.qdimacs                                     | 0           | 1100          | 747             | 0              | Yes      
QBFEval2018_query52_query42_1344n_kissat_output.qdimacs                                     | 0           | 1771          | 1038            | 0              | Yes      
QBFEval2018_query54_query42_1344n_kissat_output.qdimacs                                     | 0           | 2092          | 1262            | 0              | Yes      
QBFEval2018_query54_query58_1344n_kissat_output.qdimacs                                     | 0           | 1842          | 1123            | 0              | Yes      
QBFEval2018_query55_query42_1344n_kissat_output.qdimacs                                     | 0           | 1867          | 1146            | 0              | Yes      
QBFEval2018_query58_query42_1344n_kissat_output.qdimacs                                     | 0           | 10652         | 3559            | 0              | Yes      
QBFEval2018_query60_query44_1344n_kissat_output.qdimacs                                     | 0           | 10654         | 3535            | 0              | Yes      
QBFEval2018_query60_query45_1344n_kissat_output.qdimacs                                     | 0           | 8184          | 2271            | 0              | Yes      
QBFEval2018_query64_query01_1344n_kissat_output.qdimacs                                     | 0           | 724           | 657             | 0              | Yes      
QBFEval2018_query64_query11_1344n_kissat_output.qdimacs                                     | 0           | 1925          | 1111            | 0              | Yes      
QBFEval2018_query64_query42_1344n_kissat_output.qdimacs                                     | 0           | 2540          | 1426            | 0              | Yes      
QBFEval2018_query71_query31_1344n_kissat_output.qdimacs                                     | 0           | 8629          | 2869            | 0              | Yes      
QBFEval2018_query71_query36_1344n_kissat_output.qdimacs                                     | 0           | 8648          | 2869            | 0              | Yes      
QBFEval2018_rankfunc2_unsigned_64_kissat_output.qdimacs                                     | 0           | 2919          | 2572            | 0              | Yes      
QBFEval2018_rankfunc35_signed_64_kissat_output.qdimacs                                      | 0           | 7479          | 5280            | 0              | Yes      
QBFEval2018_rankfunc48_signed_64_kissat_output.qdimacs                                      | 0           | 7533          | 5854            | 0              | Yes      
QBFEval2018_rankfunc49_signed_64_kissat_output.qdimacs                                      | 0           | 3669          | 3156            | 0              | Yes      
QBFEval2018_rankfunc49_unsigned_64_kissat_output.qdimacs                                    | 0           | 3739          | 3153            | 0              | Yes      
QBFEval2018_rankfunc52_unsigned_64_kissat_output.qdimacs                                    | 0           | 5513          | 3919            | 0              | Yes      
QBFEval2018_rankfunc55_unsigned_64_kissat_output.qdimacs                                    | 0           | 2788          | 2315            | 0              | Yes      
QBFEval2018_rankfunc56_signed_64_kissat_output.qdimacs                                      | 0           | 1977          | 1810            | 0              | Yes      
QBFEval2018_rankfunc56_unsigned_64_kissat_output.qdimacs                                    | 0           | 1909          | 1808            | 0              | Yes      
QBFEval2018_rankfunc57_unsigned_64_kissat_output.qdimacs                                    | 0           | 4559          | 3532            | 0              | Yes      
QBFEval2018_rankfunc58_signed_64_kissat_output.qdimacs                                      | 0           | 5127          | 4120            | 0              | Yes      
QBFEval2018_rankfunc58_unsigned_64_kissat_output.qdimacs                                    | 0           | 5199          | 4118            | 0              | Yes      
QBFEval2018_rankfunc59_signed_64_kissat_output.qdimacs                                      | 0           | 6461          | 5147            | 0              | Yes      
QBFEval2018_rankfunc59_unsigned_64_kissat_output.qdimacs                                    | 0           | 6458          | 5145            | 0              | Yes      
QBFEval2018_rankfunc60_unsigned_32_kissat_output.qdimacs                                    | 0           | 1015          | 1298            | 0              | Yes      
QBFEval2018_rankfunc61_signed_64_kissat_output.qdimacs                                      | 0           | 6773          | 4306            | 0              | Yes      
QBFEval2018_reachqu_query42_1344n_kissat_output.qdimacs                                     | 0           | 37028         | 8987            | 0              | Yes      
QBFEval2018_reachqu_query64_1344n_kissat_output.qdimacs                                     | 0           | 37943         | 10433           | 0              | Yes      
QBFEval2018_reachqu_query71_1344n_kissat_output.qdimacs                                     | 0           | 44198         | 7476            | 0              | Yes      
QBFEval2018_sdlx-fixpoint-10_kissat_output.qdimacs                                          | 0           | 21984         | 17738           | 0              | Yes      
QBFEval2018_sdlx-fixpoint-3_kissat_output.qdimacs                                           | 0           | 5619          | 4753            | 0              | Yes      
QBFEval2018_sdlx-fixpoint-4_kissat_output.qdimacs                                           | 0           | 5885          | 6608            | 0              | Yes      
QBFEval2018_sdlx-fixpoint-5_kissat_output.qdimacs                                           | 0           | 10331         | 8463            | 0              | Yes      
QBFEval2018_sdlx-fixpoint-6_kissat_output.qdimacs                                           | 0           | 12622         | 10318           | 0              | Yes      
QBFEval2018_sdlx-fixpoint-7_kissat_output.qdimacs                                           | 0           | 15002         | 12173           | 0              | Yes      
QBFEval2018_sdlx-fixpoint-8_kissat_output.qdimacs                                           | 0           | 17305         | 14028           | 0              | Yes      
QBFEval2018_sdlx-fixpoint-9_kissat_output.qdimacs                                           | 0           | 19646         | 15883           | 0              | Yes      
QBFEval2018_small-equiv-fixpoint-1_kissat_output.qdimacs                                    | 0           | 5478          | 3007            | 0              | Yes      
QBFEval2018_small-equiv-fixpoint-2_kissat_output.qdimacs                                    | 0           | 9239          | 5024            | 0              | Yes      
QBFEval2018_small-equiv-fixpoint-3_kissat_output.qdimacs                                    | 0           | 12992         | 7039            | 0              | Yes      
QBFEval2018_small-equiv-fixpoint-4_kissat_output.qdimacs                                    | 0           | 16749         | 9054            | 0              | Yes      
QBFEval2018_small-equiv-fixpoint-5_kissat_output.qdimacs                                    | 0           | 20506         | 11069           | 0              | Yes      
QBFEval2018_small-equiv-fixpoint-8_kissat_output.qdimacs                                    | 0           | 31781         | 17114           | 0              | Yes      
QBFEval2018_small-pipeline-fixpoint-1_kissat_output.qdimacs                                 | 0           | 2007          | 1366            | 0              | Yes      
QBFEval2018_small-pipeline-fixpoint-2_kissat_output.qdimacs                                 | 0           | 3763          | 3264            | 0              | Yes      
QBFEval2018_small-pipeline-fixpoint-3_kissat_output.qdimacs                                 | 0           | 7081          | 5160            | 0              | Yes      
QBFEval2018_small-seq-fixpoint-10_kissat_output.qdimacs                                     | 0           | 64289         | 31193           | 0              | Yes      
QBFEval2018_small-seq-fixpoint-1_kissat_output.qdimacs                                      | 0           | 4251          | 2130            | 0              | Yes      
QBFEval2018_small-seq-fixpoint-2_kissat_output.qdimacs                                      | 0           | 10921         | 5361            | 0              | Yes      
QBFEval2018_small-seq-fixpoint-3_kissat_output.qdimacs                                      | 0           | 17592         | 8590            | 0              | Yes      
QBFEval2018_small-seq-fixpoint-4_kissat_output.qdimacs                                      | 0           | 24263         | 11819           | 0              | Yes      
QBFEval2018_small-seq-fixpoint-5_kissat_output.qdimacs                                      | 0           | 30934         | 15048           | 0              | Yes      
QBFEval2018_small-seq-fixpoint-6_kissat_output.qdimacs                                      | 0           | 37605         | 18277           | 0              | Yes      
QBFEval2018_small-seq-fixpoint-7_kissat_output.qdimacs                                      | 0           | 44276         | 21506           | 0              | Yes      
QBFEval2018_small-seq-fixpoint-8_kissat_output.qdimacs                                      | 0           | 50947         | 24735           | 0              | Yes      
QBFEval2018_small-seq-fixpoint-9_kissat_output.qdimacs                                      | 0           | 57618         | 27964           | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-10_kissat_output.qdimacs                                   | 0           | 4388          | 3127            | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-4_kissat_output.qdimacs                                    | 0           | 1346          | 1255            | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-5_kissat_output.qdimacs                                    | 0           | 1717          | 1567            | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-6_kissat_output.qdimacs                                    | 0           | 2105          | 1879            | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-7_kissat_output.qdimacs                                    | 0           | 2461          | 2191            | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-8_kissat_output.qdimacs                                    | 0           | 2830          | 2503            | 0              | Yes      
QBFEval2018_small-swap1-fixpoint-9_kissat_output.qdimacs                                    | 0           | 3203          | 2815            | 0              | Yes      
QBFEval2018_small-synabs-fixpoint-10_kissat_output.qdimacs                                  | 0           | 2885          | 2139            | 0              | Yes      
QBFEval2018_small-synabs-fixpoint-3_kissat_output.qdimacs                                   | 0           | 561           | 620             | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.004_kissat_output.qdimacs                                | 0           | 5579          | 4101            | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.005_kissat_output.qdimacs                                | 0           | 6971          | 5121            | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.008_kissat_output.qdimacs                                | 0           | 11147         | 8181            | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.009_kissat_output.qdimacs                                | 0           | 12539         | 9201            | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.010_kissat_output.qdimacs                                | 0           | 13931         | 10221           | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.011_kissat_output.qdimacs                                | 0           | 15323         | 11241           | 0              | Yes      
QBFEval2018_sortnetsort10.AE.stepl.012_kissat_output.qdimacs                                | 0           | 16715         | 12261           | 0              | Yes      
QBFEval2018_sortnetsort7.AE.stepl.005_kissat_output.qdimacs                                 | 0           | 2948          | 2250            | 0              | Yes      
QBFEval2018_sortnetsort7.AE.stepl.006_kissat_output.qdimacs                                 | 0           | 3536          | 2697            | 0              | Yes      
QBFEval2018_sortnetsort7.AE.stepl.007_kissat_output.qdimacs                                 | 0           | 4124          | 3144            | 0              | Yes      
QBFEval2018_sortnetsort7.AE.stepl.008_kissat_output.qdimacs                                 | 0           | 4712          | 3591            | 0              | Yes      
QBFEval2018_sortnetsort7.AE.stepl.009_kissat_output.qdimacs                                 | 0           | 5300          | 4038            | 0              | Yes      
QBFEval2018_sortnetsort8.AE.stepl.004_kissat_output.qdimacs                                 | 0           | 3281          | 2465            | 0              | Yes      
QBFEval2018_sortnetsort8.AE.stepl.005_kissat_output.qdimacs                                 | 0           | 4099          | 3077            | 0              | Yes      
QBFEval2018_sortnetsort8.AE.stepl.006_kissat_output.qdimacs                                 | 0           | 4917          | 3689            | 0              | Yes      
QBFEval2018_sortnetsort8.AE.stepl.008_kissat_output.qdimacs                                 | 0           | 6553          | 4913            | 0              | Yes      
QBFEval2018_sortnetsort8.AE.stepl.009_kissat_output.qdimacs                                 | 0           | 7371          | 5525            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.004_kissat_output.qdimacs                                 | 0           | 4354          | 3231            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.005_kissat_output.qdimacs                                 | 0           | 5440          | 4034            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.007_kissat_output.qdimacs                                 | 0           | 7612          | 5640            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.008_kissat_output.qdimacs                                 | 0           | 8698          | 6443            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.009_kissat_output.qdimacs                                 | 0           | 9784          | 7246            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.010_kissat_output.qdimacs                                 | 0           | 10870         | 8049            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.011_kissat_output.qdimacs                                 | 0           | 11956         | 8852            | 0              | Yes      
QBFEval2018_sortnetsort9.AE.stepl.012_kissat_output.qdimacs                                 | 0           | 13042         | 9655            | 0              | Yes      
QBFEval2018_stay24n.sat_kissat_output.qdimacs                                               | 0           | 11794         | 8373            | 0              | Yes      
QBFEval2018_stmt124_966_965_kissat_output.qdimacs                                           | 0           | 255           | 703             | 0              | No       
QBFEval2018_stmt16_818_819_kissat_output.qdimacs                                            | 0           | 24            | 445             | 0              | No       
QBFEval2018_stmt17_62_78_kissat_output.qdimacs                                              | 0           | 7459          | 8089            | 0              | Yes      
QBFEval2018_stmt17_62_98_kissat_output.qdimacs                                              | 0           | 10980         | 10264           | 0              | Yes      
QBFEval2018_stmt17_63_70_kissat_output.qdimacs                                              | 0           | 7403          | 6784            | 0              | Yes      
QBFEval2018_stmt17_63_78_kissat_output.qdimacs                                              | 0           | 2711          | 7654            | 0              | Yes      
QBFEval2018_stmt17_63_82_kissat_output.qdimacs                                              | 0           | 9716          | 8089            | 0              | Yes      
QBFEval2018_stmt17_70_78_kissat_output.qdimacs                                              | 0           | 8390          | 8524            | 0              | Yes      
QBFEval2018_stmt17_70_82_kissat_output.qdimacs                                              | 0           | 9210          | 8959            | 0              | Yes      
QBFEval2018_stmt17_70_86_kissat_output.qdimacs                                              | 0           | 11949         | 9394            | 0              | Yes      
QBFEval2018_stmt17_70_90_kissat_output.qdimacs                                              | 0           | 10838         | 9829            | 0              | Yes      
QBFEval2018_stmt17_70_98_kissat_output.qdimacs                                              | 0           | 12131         | 10699           | 0              | Yes      
QBFEval2018_stmt17_74_78_kissat_output.qdimacs                                              | 0           | 9316          | 8959            | 0              | Yes      
QBFEval2018_stmt17_74_90_kissat_output.qdimacs                                              | 0           | 11378         | 10264           | 0              | Yes      
QBFEval2018_stmt17_78_90_kissat_output.qdimacs                                              | 0           | 13707         | 10699           | 0              | Yes      
QBFEval2018_stmt17_78_94_kissat_output.qdimacs                                              | 0           | 12272         | 11134           | 0              | Yes      
QBFEval2018_stmt17_78_98_kissat_output.qdimacs                                              | 0           | 13513         | 11569           | 0              | Yes      
QBFEval2018_stmt17_82_86_kissat_output.qdimacs                                              | 0           | 11891         | 10699           | 0              | Yes      
QBFEval2018_stmt17_82_94_kissat_output.qdimacs                                              | 0           | 15226         | 11569           | 0              | Yes      
QBFEval2018_stmt17_82_98_kissat_output.qdimacs                                              | 0           | 13944         | 12004           | 0              | Yes      
QBFEval2018_stmt17_86_98_kissat_output.qdimacs                                              | 0           | 16562         | 12439           | 0              | Yes      
QBFEval2018_stmt17_94_98_kissat_output.qdimacs                                              | 0           | 18732         | 13309           | 0              | Yes      
QBFEval2018_stmt19_133_217_kissat_output.qdimacs                                            | 0           | 3281          | 2420            | 0              | Yes      
QBFEval2018_stmt19_137_408_kissat_output.qdimacs                                            | 0           | 7313          | 4044            | 0              | Yes      
QBFEval2018_stmt19_302_352_kissat_output.qdimacs                                            | 0           | 7387          | 5227            | 0              | Yes      
